conceptUri,preferredLabel,description
http://data.europa.eu/esco/skill/749ae61c-fe7b-461b-8bc3-349f46617ee7,locate microchip in animals,"Scan the animal carefully, using the correct procedure for the type of scanner, to locate the possible presence of a microchip. Check the data on the relevant database or other documentation where a microchip is detected. Use the back track system to identify who implanted the chip, where a chip is not listed in a database."
http://data.europa.eu/esco/skill/749ce4c2-4dfd-461a-a8f3-0f6914814d3e,securities,"The financial instruments traded in financial markets representing both the right of property over the owner and at the same time, the obligation of payment over the issuer. The aim of securities which is raising capital and hedging risk in financial markets."
http://data.europa.eu/esco/skill/7557f0f4-b8bc-4ac0-b91e-222ab1ba744f,tools for ICT test automation,"The specialised software to execute or control tests and compare predicted testing outputs with actual testing results such as Selenium, QTP and LoadRunner."
http://data.europa.eu/esco/skill/75697ed4-c1a3-47dc-93e3-bb50f21aa2f6,non-destructive testing,"The techniques used to assess the characteristics of materials, products and systems without causing damage, such as ultrasonic, radiographic, and remote visual inspection and testing."
http://data.europa.eu/esco/skill/757109c4-c04b-40b6-ada8-9bdc4153387e,sell software maintenance contracts,Sell software maintenance services for permanent support of sold products.
http://data.europa.eu/esco/skill/757e2bb2-efe6-4e93-80b3-2ce35fc1ebb2,establish educational network,"Establish a sustainable network of useful and productive educational partnerships to explore business opportunities and collaborations, as well as stay current about trends in education and topics relevant to the organisation. Networks should ideally be developed on a local, regional, national and international scale."
http://data.europa.eu/esco/skill/75b3de5a-631e-4f03-be48-3808397dc165,apply publicity code,"Apply legislation and rules to present products to a public in texts, pictures and other symbols."
http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d,use query languages,Retrieve information from a database or information system using computer languages designed for the retrieval of data.
http://data.europa.eu/esco/skill/761fd66c-f138-4403-9588-c1b0b1e6b9db,take referrals for genetic testing,"Receive patients who have been referred to genetic testing by other specialists, taking into account the patients` condition such as patients with birth defects, developmental delay, autism, epilepsy)."
http://data.europa.eu/esco/skill/76654176-5cc8-4cb3-b307-4ef1b6c2543c,zoning codes,"The division of land into zones where various uses and activities are allowed, such as residential, agricultural, and industrial activities. These zones are regulated by legislative procedures and local authorities."
http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,NoSQL,"The Not Only SQL non-relational database used for creating, updating and managing large amounts of unstructured data stored in the cloud."
http://data.europa.eu/esco/skill/76f22707-8d30-453f-9eb7-3376e2960311,handle mail,"Handle mail considering data protection issues, health and safety requirements, and specifications of different kinds of mail."
http://data.europa.eu/esco/skill/76f552ef-bb2d-4f66-83a8-ad205086967e,educate people about nature,"Speak to a variety of audiences about e.g. information, concepts, theories and/or activities related to nature and its conservation. Produce written information. This information may be presented in a range of formats e.g. display signs, information sheets, posters, website text etc."
http://data.europa.eu/esco/skill/770d4956-b5e0-4d44-bf42-3a766b232c5d,maintain a central project repository,Store project files and documents in a central repository accessible to the project manager and to all the project teams. Use available online tools and dedicated software.
http://data.europa.eu/esco/skill/77115e7d-94aa-44cf-aa9c-7ba1f77951aa,perform maintenance on fire alarm systems,Monitor the fire alarm system in the building and maintain emergency lights and smoke detectors by performing regular testing.
http://data.europa.eu/esco/skill/77176c98-a246-4b3c-8777-dcb32e54e955,handle fragile items,Use different specialised handling for products that are delicate and tend to be broken or damaged easily.
http://data.europa.eu/esco/skill/771cc8fa-a72f-47f7-91fc-6fabdc693c8d,test optoelectronics,"Test optoelectronic systems, products, and components using electronic, optic, and photonic testing and measuring equipment."
http://data.europa.eu/esco/skill/772a9c72-abef-4333-9788-f4cb48ad8e08,identify software for warehouse management,"Identify relevant software and applications used for warehouse management systems, their characteristics and value added to warehouse management operations."
http://data.europa.eu/esco/skill/779f5db1-66db-4790-90db-818bcaddcc29,monitor programming finances,"Oversee the monitoring of the budgets for each production, and find as many funds and sponsors as necessary in order to contribute to the financial optimisation of the production."
http://data.europa.eu/esco/skill/77ac0804-a866-4055-a56a-5e232beb15de,adapt evaluation methodology,"Use appropriate evaluation methods, identify data requirements, sources, sampling, and data collection tools. Adapt evaluation designs and methods to specific contexts."
http://data.europa.eu/esco/skill/77e7cb08-2c6f-42ab-881b-b34b2318acbe,manage administrative systems,"Ensure administrative systems, processes and databases are efficient and well managed and give the sound basis to work together with the administrative officer/staff/professional."
http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,analyse environmental data,Analyse data that interpret correlations between human activities and environmental effects.
http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,ICT security legislation,"The set of legislative rules that safeguards information technology, ICT networks and computer systems and legal consequences which result from their misuse. Regulated measures include firewalls, intrusion detection, anti-virus software and encryption."
http://data.europa.eu/esco/skill/78845d0c-e56f-4318-a9c6-bf75931dd520,conduct threat intelligence,"Conduct cyber threats intelligence by collecting, analysing, and interpreting data about potential cyber threats. Leverage various sources of information such as open-source intelligence (OSINT), social media, or dark web services."
http://data.europa.eu/esco/skill/78a74fd1-efc6-49dc-adb1-1b0fbe35c22c,provide software testing documentation,Describe software testing procedures to technical team and analysis of test outcomes to users and clients in order to inform them about state and efficiency of software.
http://data.europa.eu/esco/skill/78f81b3e-b095-414a-8d7c-56b567f6ed33,manage mineral testing procedures,Manage mineral testing procedures in order to assess product quality at all stages.
http://data.europa.eu/esco/skill/7957b5f9-1f33-4ff8-84e9-e258b17882c2,test microelectronics,Test microelectronics using appropriate equipment. Gather and analyse data. Monitor and evaluate system performance and take action if needed.
http://data.europa.eu/esco/skill/7961413f-61d0-4722-9cd9-20a050a29899,perform software unit testing,Test single units of source code to determine whether or not they are suitable for use by creating short code fragments.
http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,develop software prototype,Create a first incomplete or preliminary version of a piece of software application to simulate some specific aspects of the final product.
http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,smart grids systems,"Smart grids are a digital electricity network. The system involves the electronic digital control of production, distribution and use of electricity, information management of the components and energy saving."
http://data.europa.eu/esco/skill/79e29b8b-47d1-470d-b7b1-32506bfe7d9a,collect ICT data,Gather data by designing and applying search and sampling methods.
http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca,organisational resilience,"The strategies, methods and techniques that increase the organisation's capacity to protect and sustain the services and operations that fulfil the organisational mission and create lasting values by effectively addressing the combined issues of security, preparedness, risk and disaster recovery."
http://data.europa.eu/esco/skill/7a757fa5-9a6f-43ab-9e66-f8f4dba1ffcb,use CAM software,"Use computer-aided manufacturing (CAM) programmes to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,Javanese,The Javanese language.
http://data.europa.eu/esco/skill/7a950986-27fe-4b6c-adf3-88f211e77019,robotic components,"The components that can be found in robotic systems, such as microprocessors, electronics, sensors, circuit boards, encoders, servomotors, controllers, pneumatics or hydraulics."
http://data.europa.eu/esco/skill/7aa52bdc-9c56-4341-be65-e8e30f64403f,monitor automated machines,"Continuously check up on the automated machine's set-up and execution or make regular control rounds. If necessary, record and interpret data on the operating conditions of installations and equipment in order to identify abnormalities."
http://data.europa.eu/esco/skill/7abd0821-f3ba-4946-a79a-310edb85471f,conduct genome research,"Conduct research on matters relating to the genome, including gene expression, metabolic networks and nucleic acid or protein complexes."
http://data.europa.eu/esco/skill/7abf5b24-8f18-49c5-a64b-5a5870a03a56,convert scribbles into virtual sketches,Use software to convert the roughly drawn representation of a design into a two-dimensional geometrical sketch that they can further develop to obtain the final concept.
http://data.europa.eu/esco/skill/7ad85aef-f74d-4c57-8dde-adc1d3e8269a,conduct drug abuse tests,"Conduct alcohol and drug tests according to government and company policies and procedures. Conducts random, reasonable suspicion, and post-accident testing using basic equipment."
http://data.europa.eu/esco/skill/7b0d5000-00da-4864-b776-6de49a87a669,computer vision,"The definition and functioning of computer vision. Computer vision tools to allow computers to extract information from digital images such as photographs or video. Areas of application to solve real-world problems like security, autonomous driving, robotic manufacturing and inspection, digital image classification, medical image processing and diagnosis, and others."
http://data.europa.eu/esco/skill/7b1b3684-1d84-43b0-9a8f-54ba736fa506,read ship operational data,Analyse and utilise vessel data in order to prevent potential problems.
http://data.europa.eu/esco/skill/7b5cb897-2ee8-450c-85a6-d73925cbd1dc,GameSalad,The drag-and-drop software interface that consists of specialised design tools used for the rapid iteration of user-derived computer games by users with limited programming knowledge.
http://data.europa.eu/esco/skill/7b5cce4d-c7fe-4119-b48f-70aa05391787,computer science,"The scientific and practical study that deals with the foundations of information and computation, namely algorithms, data structures, programming, and data architecture. It deals with the practicability, structure and mechanisation of the methodical procedures that manage the acquisition, processing, and access to information."
http://data.europa.eu/esco/skill/7b8e3008-ce46-485b-be6c-131414c73000,colour ranges of roasting,"Different colour codes and ranges, usually depicted in colour charts, to define their roast color levels."
http://data.europa.eu/esco/skill/7bf4539a-3f2e-4485-876b-1c9306b181af,John The Ripper (penetration testing tool),The tool John the Ripper is a password recovery tool which tests security weaknesses of the systems for potentially unauthorised access to system information. The key features of this tool are the strength-checking code and password hash code.
http://data.europa.eu/esco/skill/7c3af444-676d-4506-8469-7eb4302c52ba,develop rubber compound formulas,"Based on testing results, customer requirements and international standards, draw up formulas that enable the manufacturing processes to be initiated and performed by standard rubber machines."
http://data.europa.eu/esco/skill/7c455b13-bc86-40bc-bedb-4f7c35e685b4,teach electronics and automation principles,"Instruct students in the theory and practice of electronics and automation, with the aim of assisting them in pursuing a future career in this field, more specifically in the maintenance and repair of electrical, electronic, and automated systems."
http://data.europa.eu/esco/skill/7c50c8be-c5c0-4c36-9e0b-e06176572944,calculate quotations for security devices services,"Calculate and present quotations for the installation or maintenance services to be provided to clients, according to their door devices, costs and schedules."
http://data.europa.eu/esco/skill/7c821387-b428-4f75-b5a7-7b038aa81cfd,use a warehouse management system,"Use software in order to store materials within a warehouse and perform operations such as shipping, receiving and picking."
http://data.europa.eu/esco/skill/7c8a86b2-b0ae-4969-901a-5949d9974755,operate battery test equipment,"Operate equipment used for battery testing, such as a soldering iron, a battery tester, or a multimeter. Detect flaws affecting the battery's performance, test the battery's capacity for accumulating charge, or test its voltage output."
http://data.europa.eu/esco/skill/7c9cb75d-ca4a-47c0-a989-ec0ba65a4bf0,use typesetting software,Use specialised computer programs to arrange the type of texts and images to be printed.
http://data.europa.eu/esco/skill/7ca5d3c2-2cea-4fac-88e4-f2955c5b705c,use IT systems for commercial purposes,Convey and communicate data and make commercial decisions by using internal and external IT-systems where appropriate.
http://data.europa.eu/esco/skill/7cbc635a-596b-4784-abba-31526a1fe92f,implement relevant technical skills to perform at the highest level in sport,"Identify the technical demands and work with coaching/supporting team (e.g. coaches, physiotherapist, nutritionist, psychologist) to implement an adapted programme to achieve the targeted highest level performance."
http://data.europa.eu/esco/skill/7cf2762d-32e1-4b21-8ef8-574e40310c18,morality,"The principles and beliefs derived from a code of conduct, accepted by a large group of people, that make the distinction between what is right and wrong behaviour."
http://data.europa.eu/esco/skill/7d08e3cd-3a68-4568-8273-5b53ac0cbc71,collect healthcare user's general data,Collect qualitative and quantitative data related to the healthcare user's anagraphic data and provide support on filling out the present and past history questionnaire and record the measures/tests performed by the practitioner.
http://data.europa.eu/esco/skill/7d10fcb2-b368-48ab-996b-7c9fafcf68ed,use automatic programming,"Utilise specialised software tools to generate computer code from specifications, such as diagrams, structured informations or other means of describing functionality."
http://data.europa.eu/esco/skill/7d11f682-644f-44fa-ad08-d6b0d97d2f28,develop shipping itineraries,Develop a total journey scenario using equipment and specialised software. Plot multiple port voyages while optimising utilisation of cargo space and ship capacity throughout the entire voyage.
http://data.europa.eu/esco/skill/7d5ff73e-7bea-436d-974f-3a51ce24a138,develop virtual game engine,Create a virtual software framework that abstracts the details of doing common game-related tasks.
http://data.europa.eu/esco/skill/7d7221d4-4d64-49e8-94a6-a3b19b7c3455,monitor building security,"Check on a regular basis that the building's doors, windows, and locks are properly and securely closed and that no hazards are likely to happen."
http://data.europa.eu/esco/skill/7d874411-d555-4320-8356-6f7715c15ef5,perform diagnostic testing for allergies,"Perform diagnostic testing for allergies to drugs, vaccines, or other substances used in medicinal treatment."
http://data.europa.eu/esco/skill/7d913551-e17a-40ba-baf7-48d0c3b12e50,predictive maintenance,The use of data analytics and mathematical calculation to manage and monitor the conditions of machines and production processes.
http://data.europa.eu/esco/skill/7dfbe0f3-076f-4a19-9eaa-db4d6db704b6,keep up-to-date to computer trends,"Stay aware of the current developments and trends in computer hardware, software and peripherals."
http://data.europa.eu/esco/skill/7e1f9657-ab4e-407c-842f-b846197060e3,execute ICT audits,"Organise and execute audits in order to evaluate ICT systems, compliance of components of systems, information processing systems and information security. Identify and collect potential critical issues and recommend solutions based on required standards and solutions."
http://data.europa.eu/esco/skill/7e796b51-49d7-4e73-95af-2e7323763f15,design database in the cloud,"Apply design principles for an adaptive, elastic, automated, loosely coupled databases making use of cloud infrastructure. Aim to remove any single point of failure through distributed database design."
http://data.europa.eu/esco/skill/7ee4c2ea-b349-4bd2-81a3-ec31475d4833,statistics,"The study of statistical theory, methods and practices such as collection, organisation, analysis, interpretation and presentation of data. It deals with all aspects of data including the planning of data collection in terms of the design of surveys and experiments in order to forecast and plan work-related activities."
http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,"Ensure correct operations which comply fully with specific needs and outcomes in terms of the development, integration, security and overall management of ICT systems."
http://data.europa.eu/esco/skill/7f27f1ff-2e17-4b69-990e-c23334478313,assessment of risks and threats,The security documentation and any security-related communications and information.
http://data.europa.eu/esco/skill/7f2afce6-e98b-4bbe-8441-d52b45e28ab8,telecom regulations,"Code of rules to protect telecommunication consumers, ensuring high standards of communication services such as equivalent and affordable access, connectivity, transparency of contracts or security against malware. The regulation covers web-based and traditional services."
http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,engage others in environment friendly behaviours,Inform about and promote environmental friendly behaviours in social networks and at work.
http://data.europa.eu/esco/skill/7f783956-f734-4d56-85de-10f0c1706f8a,record customers' personal data,Gather and record customers' personal data into the system; obtain all signatures and documents required for rental.
http://data.europa.eu/esco/skill/7f7cdd61-bb45-47e9-b7a2-9c5f42d48015,plan presence at professional events,"Use your personal network to inform your contacts of your current and upcoming professional events, such as premieres, performances, workshops, open rehearsals, fairs, and contests. Create a calendar to plan your attendence at professional events and check financial feasibility."
http://data.europa.eu/esco/skill/7fc1fbed-87c5-4703-af74-4722ef42b9a0,keep records of animal inseminations,Create and maintain records of animal inseminations including dates and other data.
http://data.europa.eu/esco/skill/7fd9f786-b13d-460e-be9d-6144a77b7a23,install lockable devices,"Install security locking devices, such as automatic doors, lockers and keying systems, in compliance with specifications and building safety codes and regulations."
http://data.europa.eu/esco/skill/80274731-15ce-490a-8d5b-f55a36b976b0,prepare construction documents,"Draft, update and archive documents concerning the planning and implementation of construction or renovation projects including information about security systems and accounting documentation."
http://data.europa.eu/esco/skill/805e4fac-5325-42a2-a9e7-c6c777185a05,manage online gambling,"Set up, coordinate and manage online gambling activities. Monitor the action on the online gambling website and ensure customer service procedures run as planned. Coordinate the technical staff to maintain the gambling software and plan operations to secure profits."
http://data.europa.eu/esco/skill/8071881c-d652-46e7-9cf4-e06a7f1e57c7,manage major incidents,Take immediate action to respond to major incidents that affect the safety and security of individuals in private or public places such as road accidents.
http://data.europa.eu/esco/skill/807b974a-3901-49c4-87ef-86c3edaba222,promote one's writings,"Talk about one's work at events and conduct readings, speeches and book signings. Establish a network among fellow writers."
http://data.europa.eu/esco/skill/807d89b5-3557-4259-8e2c-1b374d497fe8,analyse data for aeronautical publications,"Collect, edit, and analyse data received from civil aviation authorities and related services. Analyse the data to prepare amendments that are incorporated into aeronautical informational publications."
http://data.europa.eu/esco/skill/8088750d-8388-4170-a76f-48354c469c44,cyber security,"The methods and best practices that protect ICT systems, networks, computers, devices, services, processes and people against unauthorised access, modification and/or denial of service of assets."
http://data.europa.eu/esco/skill/8096627b-c5a5-4235-b1ee-eca8be976eb2,maintain records of phone calls,"Keep track of the phone calls made. Record the caller's personal data, the content of the call and other metadata in accordance with company policies and legal regulations."
http://data.europa.eu/esco/skill/810134a4-3c40-4140-b8ca-6d6e8d0dc0f1,develop scientific theories,"Formulate scientific theories based on empirical observations, gathered data and theories of other scientists."
http://data.europa.eu/esco/skill/81086bb0-a110-470d-ba5a-2c68fc535407,manage flight data communications programme,"Manage the exchanges of digital data between air traffic controllers and pilots to enable efficient aviation operations, such as trajectory-based routing and optimised profile descents. Support the safety-of-flight command, control, and information services by providing data connectivity. Provide ground automated message generation, transmission, and routing."
http://data.europa.eu/esco/skill/811bdb9d-5bf7-4b5a-a3f5-4fc2002f6d57,financial capability,"Financial operations such as calculations, cost estimations, budget management taking relevant commercial and statistical data into account such as data for materials, supplies and manpower."
http://data.europa.eu/esco/skill/812b8819-9b7a-4df9-9c9f-1b60888d0861,e-tailoring,The business model using softwares and technical applications in order to gather the information of clients for the manufacturing of bespoke products.
http://data.europa.eu/esco/skill/81633a44-f1db-4a01-a940-804c6905e330,use word processing software,"Use computer software applications for composition, editing, formatting, and printing of any sort of written material."
http://data.europa.eu/esco/skill/8181aa4c-42bc-4036-a3d2-5cb6bbb34239,handle cybersecurity incidents,"Detect, identify, analyze, and respond, to cybersecurity incidents in an organization's systems or network. It involves incident response plans such as intrusion detection systems, log analysis, and documenting detailed information about potential incidents."
http://data.europa.eu/esco/skill/818c2b89-1335-4443-ada7-e1046862e273,install automation components,Install the automation components according to the specifications of the circuit diagram.
http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd,analyse test data,"Interpret and analyse data collected during testing in order to formulate conclusions, new insights or solutions."
http://data.europa.eu/esco/skill/81b082fb-9a00-4660-976a-10c985979100,IBM InfoSphere Information Server,"The software program IBM InfoSphere Information Server is a platform for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company IBM."
http://data.europa.eu/esco/skill/81d47290-6046-44c9-96e0-7d54542072b5,ensure health and safety of staff,"Promote and maintain a culture of health, safety and security among the staff by maintaining policies and procedures for the protection of vulnerable participants and when necessary, dealing with suspicions of possible abuse."
http://data.europa.eu/esco/skill/8203b07a-8097-4383-aff6-603b7df7f0f4,ATM systems,"The different technologies, software, hardware and operations that are used or can be found in automated teller machines."
http://data.europa.eu/esco/skill/82312096-4df8-49ce-9cdd-a6e08af56b45,evaluate information services using metrics,"Use bibliometrics, webometrics and web metrics to evaluate information services."
http://data.europa.eu/esco/skill/82313e12-9d39-47d1-b7c9-78bbd6bb50e2,CAE software,The software to perform computer-aided engineering (CAE) analysis tasks such as Finite Element Analysis and Computional Fluid Dynamics.
http://data.europa.eu/esco/skill/82394321-7f35-4a29-b2fa-4a58f66258f5,simulate transport problems,Implement transport-related data in software and computer models to simulate transport issues such as traffic jams in order to find innovative solutions.
http://data.europa.eu/esco/skill/8259c2c0-2749-41e2-a4a8-4a64a76eab37,laboratory techniques,"Techniques applied in the different fields of natural science in order to obtain experimental data such as gravimetric analysis, gas chromatography, electronic or thermic methods."
http://data.europa.eu/esco/skill/82de2df7-0d6c-42b1-94ac-b3e9a029e917,use back-up and recovery tools,"Use tools which allow users to copy and archive computer software, configurations and data and recover them in case of loss."
http://data.europa.eu/esco/skill/83218cac-3599-417e-93d2-26013cdccd98,service-oriented modelling,"The principles and fundamentals of service-oriented modelling for business and software systems that allow the design and specification of service-oriented business systems within a variety of architectural styles, such as enterprise architecture and application architecture."
http://data.europa.eu/esco/skill/8369c2d6-c100-4cf6-bd83-9668d8678433,utilise machine learning,"Use techniques and algorithms that are able to extract mastery out of data, learn from it and make predictions, to be used for program optimisation, application adaptation, pattern recognition, filtering, search engines and computer vision."
http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259,Microsoft Visual C++,"The computer program Visual C++ is a suite of software development tools for writing programs, such as compiler, debugger, code editor, code highlights, packaged in a unified user interface. It is developed by the software company Microsoft."
http://data.europa.eu/esco/skill/83b33952-3872-46ec-9a2e-b28f91303a7e,oversee development of software,"Organise, plan and supervise the development of the applications and frameworks in order to create a software product, from the earliest planning stages to the final product test."
http://data.europa.eu/esco/skill/83b493c8-4837-41e3-9800-cff1df06cf38,configure media integration systems,"Define and configure the relation between incoming and outgoing signals for performing art and event applications. Using visual programming software, translating the used signal protocols, patching, merging or splitting data streams."
http://data.europa.eu/esco/skill/83d9f34d-d362-4b8c-993a-aa8a8be407f4,arrange security of goods for auction,"Arrange transportation, insurance, and safety and security regulations for goods to be sold at an auction."
http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,"The computer program IBM Informix is a tool for creating, updating and managing databases, developed by the software company IBM."
http://data.europa.eu/esco/skill/84f583f4-f32a-4202-9b92-e25f0c978410,core banking software,"The selection of software for core banking activities management (e.g. deposits, payments, loans, bank transactions, customer data) and other functions related to banking."
http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,create database diagrams,Develop the database design models and diagrams which establish the structure of a database by using modelling software tools to be implemented in further processes.
http://data.europa.eu/esco/skill/85038d57-1fdd-40de-b908-2c005545a8c3,SketchBook Pro,The computer program SketchBook Pro is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Autodesk.
http://data.europa.eu/esco/skill/8542b62b-18b1-4c7f-9d4e-e717c10fbd72,produce textile designs,"Draw sketches for textile design, by hand or on computer, using specialist Computer Aided Design (CAD) software."
http://data.europa.eu/esco/skill/85616cc4-98bf-4355-9cf1-72ff11752848,develop ICT device driver,Create a software program that controls the working of an ICT device and its interaction with other applications.
http://data.europa.eu/esco/skill/85834248-bb25-418d-9e34-bb6c5af88418,make decisions regarding landscaping,Resolve problems by making decisions regarding projects and installation tasks for landscaping sites.
http://data.europa.eu/esco/skill/85a67bc3-708c-4eab-86f6-4529d01d12a6,contribute to development of biometric systems,Contribute to the development or optimisation of technological systems that rely on specific biological data run through algorithms in order to identify people.
http://data.europa.eu/esco/skill/85e6b82a-8244-45f6-8300-a6b2d62ee748,communicate test results to other departments,"Communicate testing information such as testing schedules, samples testing statistics and test results, to the relevant departments."
http://data.europa.eu/esco/skill/85f46538-ae70-498a-bfbc-b8ddafe96c7d,levels of software testing,"The levels of testing in the software development process, such as unit testing, integration testing, system testing and acceptance testing."
http://data.europa.eu/esco/skill/861313ba-3a1a-4d33-842a-1b8e45e2415b,manage ICT legacy implication,"Oversee the transfer process from a legacy (an outdated system) to a current system by mapping, interfacing, migrating, documenting and transforming data."
http://data.europa.eu/esco/skill/8645704c-a896-4ac1-8189-9ac5586d5c3a,prepare detailed working drawings for interior design,Prepare sufficiently detailed working drawings or digital images using software to convey a realistic preview of the interior design project.
http://data.europa.eu/esco/skill/865ccba0-e1a2-402c-9641-d23a4acac6ea,manage security equipment,Oversee and conduct inventory of security tools and equipment.
http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68,TypeScript,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in TypeScript."
http://data.europa.eu/esco/skill/8682024b-2c8b-4de4-8cd7-23ea6169da57,operate signal generator,"Use electronic devices or software tone generators that produce digital or analog repeating or non-repeating electronic signals in order to design, test and repair electronic and acoustic equipment."
http://data.europa.eu/esco/skill/86945516-619a-456e-b0d0-2fb31d927992,perform surveying calculations,"Perform calculations and gather technical data in order to determine earth curvature corrections, traverse adjustments and closures, level runs, azimuths, marker placements, etc."
http://data.europa.eu/esco/skill/8696aff0-18c0-4ba6-a4d0-9a21861b3e5e,World Wide Web Consortium standards,"The standards, technical specifications and guidelines developed by the international organisation World Wide Web Consortium (W3C) which allow the design and development of web applications."
http://data.europa.eu/esco/skill/86d2e2ea-1ba2-4aa6-b465-8a1f9abc81b8,apply information security policies,"Implement policies, methods and regulations for data and information security in order to respect confidentiality, integrity and availability principles."
http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,green bonds,The financial instruments traded in financial markets that aim at raising capitals for projects with specific environmental benefits.
http://data.europa.eu/esco/skill/86f7126d-97fd-4da5-be96-d1cf6ecd54e6,Microsoft Visio,The computer program Microsoft Visio is a graphical ICT tool which enables digital editing and composition of graphics to generate both 2D raster or 2D vector graphics. It is developed by the software company Microsoft.
http://data.europa.eu/esco/skill/871c123a-bb4d-42b9-bf23-4bf6850e8ac4,perform oil tests,"Perform oil sample tests in order to determine product quality; operate centrifugal testing equipment to assess levels of water, bottom sediment or foreign materials."
http://data.europa.eu/esco/skill/8764d4b1-e069-44f2-8baa-fb1eee1850ec,Oracle Application Development Framework,"The Java framework software development environment which provide specific features and components (such as enhanced reusability features, visual and declarative programming) that support and guide enterprise applications development."
http://data.europa.eu/esco/skill/876b2ab8-fc63-4643-ba12-c952df6a3abd,assemble bombs,"Tighten pierced and threaded plugs into the base of aerial bombs. Slip metal sleeves around the projectile, and pack the product in metal containers together with additional identification data."
http://data.europa.eu/esco/skill/876bb0fb-6b71-4617-9df6-ddabb9b7579f,report airport security incidents,"Compose comprehensive reports on airport security incidents, such as the detaining od unruly travellers, confiscation of luggage items, or damaging of airport property."
http://data.europa.eu/esco/skill/87738891-f25b-4afb-8ca0-3da88d9f9b4f,operate headbox,"Set up the part of the paper machine injecting the pulp solution between two rotating wires into the gap former, which drains the excess water and turns the pulp into a continuous web of paper."
http://data.europa.eu/esco/skill/87dacc38-195d-4502-80a5-5c032693a676,contribute to the programmer's reflection process,"Discuss previous seasons and projects in order to link them to to artistic trends, styles, etc. Help programmers and direction describe their artistic vision for the institution, programming season, venue, institution or project. Help reformulate and articulate their artistic intent. Identify influences and references, sources of inspiration, and the tone of the season. Suggest references to the work of choreographers, dancers, visual artists, filmmakers, performing artists, composers and sound designers, and suggest potential resource persons."
http://data.europa.eu/esco/skill/8804d963-5a31-4609-b5df-f741b7199fb7,internal auditing,"The practice of observing, testing, and evaluating in a systematic manner the processes of the organisation in order to improve effectivity, reduce risks, and add value to the organisation by installing a preventive culture."
http://data.europa.eu/esco/skill/88564d2d-2dc9-4789-864a-f9cb73f389ec,maintain data entry requirements,Uphold conditions for data entry. Follow procedures and apply data program techniques.
http://data.europa.eu/esco/skill/8867088a-e54d-41bc-81e8-a21ff98e81d3,calibrate electronic instruments,Correct and adjust the reliability of an electronic instrument by measuring output and comparing results with the data of a reference device or a set of standardised results. This is done in regular intervals which are set by the manufacturer and using calibration devices.
http://data.europa.eu/esco/skill/88af9294-b697-4687-ae19-aefbb6234dfa,economics,"Economic principles and practices, financial and commodity markets, banking and the analysis of financial data."
http://data.europa.eu/esco/skill/88b9ac3d-1c1d-44d1-9584-c4f5dd2503b3,improve user-friendliness,Research and test new methods to make a product such as a website or map easier to use and understand.
http://data.europa.eu/esco/skill/88c4376d-7783-4e63-8759-30680094b51a,comply with regulations on unpaved areas of airports,"Know and abide by regulation applying to unpaved areas of airports. Understand the security reasons and specifications for maintenance of green areas in airports, such as the height of grass."
http://data.europa.eu/esco/skill/89227433-950f-4d9d-b0b0-abc33356ab42,manage computer-based transport operation control systems,"Manage digital operation control systems to ensure data transfer between buses. Monitor real-time information about infrastructure, traffic conditions, traffic lights; control voice announcements in buses and provide passengers with real-time information."
http://data.europa.eu/esco/skill/896563fc-6255-4419-89c2-ffed30159ad6,conduct research interview,"Use professional researching and interviewing methods and techniques to gather relevant data, facts or information, to gain new insights and to fully comprehend the message of the interviewee."
http://data.europa.eu/esco/skill/896c43c3-0af9-41e3-867b-56b1ffda0b3e,computational physics,"The interdisciplinary field between physics, applied mathematics and computer science. It refers to the use of physics formulas and numerical algorithms to make computations at a large scale."
